date,lw_in,theta_1,theta_mean,es,sw_out,vpd,H,vp,Rn,rh,theta_2,ws,LE,wd,t_avg,sw_in,t_dew,lw_out,G,t_min,t_max,H_subday_gaps,ppt,LE_subday_gaps,G_subday_gaps,Rn_subday_gaps,rso,flux,energy,flux_corr,ebr,ebr_corr,LE_corr,ebc_cf,ebr_5day_clim,H_corr,ET,ET_corr,gridMET_ETr,gridMET_ETo,gridMET_prcp,EToF,EToF_filtered,ET_fill,ET_gap,ET_fill_val,ASCE_ETo
2018-05-03,,,,,,,,,,,,,,,,,,,,20.153,29.478,,,,,,335.44667935076137,,,,,,,,,,,,7.1,5.3,0.6,,,,False,,
2018-05-04,,,,2.851716930532457,,0.4013575541666667,12.784649791666665,2.4503593763657894,,86.81881249999998,,4.681295208333334,29.95028604166666,276.93918750000006,23.1339375,,20.343291233709248,,,19.343,25.959,2.0,0.0,2.0,48.0,48.0,336.59272195419044,42.73493583333333,,,,,,,,,1.057768578777579,,4.7000003,3.8,5.5,,,,False,,
2018-05-05,,,,,,,,,,,,,,,,,,,,18.472,26.367,7.0,4.3180000000000005,7.0,48.0,48.0,337.7138252961637,,,,,,,,,,,,5.1,4.1,1.6,,,,False,,
2018-05-06,,,,2.98528499439012,,1.3671691666666663,,1.6181158277234535,,63.55014583333334,,1.9388629166666664,,229.68378125000004,23.21214583333333,,13.59880635866616,,,15.52,31.141,13.0,0.0,13.0,48.0,48.0,338.809935216326,,,,,,,,,,,,7.5,5.9,5.5,,,,False,,
2018-05-07,,,,3.0531916674377477,,1.2296732062499998,53.62100479166667,1.823518461187748,,65.10820833333334,,2.575769791666667,81.71856697916662,133.19651874999997,23.745916666666673,,15.675254081430849,,,16.167,31.22,1.0,1.524,1.0,48.0,48.0,339.8810069684088,135.3395717708333,,,,,,,,,2.8877993135575215,,8.0,6.1,0.0,,,,False,,
2018-05-08,,,,3.352810466746275,,1.6885910416666663,48.99535822916666,1.6642194250796072,,54.16833333333333,,3.1374366666666664,65.22773739583333,167.89335416666663,25.12489583333333,,14.282952083083716,,,16.53,32.903,10.0,0.0,10.0,48.0,48.0,340.92700478163005,114.22309562499998,,,,,,,,,2.3081141803440417,,8.0,6.2000003,0.0,,,,False,,
2018-05-09,,,,3.7223530641387903,,1.98478125,52.35277666666667,1.7375718141387897,,49.73937500000003,,6.555686875000003,56.41405833333332,261.2768333333334,27.325375000000005,,14.932844610586136,,,21.801,33.061,0.0,0.0,0.0,48.0,48.0,341.94790142070184,108.766835,,,,,,,,,2.0004945898924262,,9.5,6.8,0.0,,,,False,,
2018-05-10,,,,3.7500797008805375,,2.022577708333334,54.65103854166666,1.7275019925472055,,49.455625,,4.518453541666667,45.15837729166666,280.607,27.29447916666668,,14.885346427570724,,,21.064,34.928000000000004,0.0,0.0,0.0,48.0,48.0,342.9436777455433,99.80941583333332,,,,,,,,,1.601309807871394,,8.400001,6.3,0.0,,,,False,,
2018-05-11,,,,3.538396574260468,,1.9304699999999997,-41.39990437500001,1.6079265742604676,,48.99104166666667,,5.662561041666666,289.0303833333333,253.71985416666658,26.46847916666667,,13.71662833500374,,,20.276,31.861,2.0,0.0,2.0,48.0,48.0,343.9143222717585,247.63047895833333,,,,,,,,,10.240780810324154,,9.900001,7.4,0.0,,,,False,,
2018-05-12,,,,3.681367354146166,,1.7977235416666668,-5.936668749999999,1.8836438124795,,53.55916666666664,,4.787652083333335,196.3082875,250.81922916666667,27.2025,,16.217478854508865,,,22.187,32.667,0.0,0.0,0.0,48.0,48.0,344.85983073291413,190.37161875,,,,,,,,,6.960444338704042,,6.9,5.3,0.0,,,,False,,
2018-05-13,,,,3.9333893855058126,,1.7147281250000006,33.387958229166664,2.218661260505813,,60.279375,,3.1106575000000007,80.60614239583334,250.97470833333333,28.033041666666666,,18.75134204293948,,,20.551,34.975,12.0,0.0,12.0,48.0,48.0,345.7802056456152,113.99410062500002,,,,,,,,,2.8603296742733737,,8.3,6.6,0.0,,,,False,,
2018-05-14,,,,4.223055033950373,,1.7234327083333334,,2.4996223256170373,,62.32041666666668,,2.763985,,264.7267083333334,29.35689583333333,,20.609505708151566,,,22.405,37.037,3.0,0.0,3.0,48.0,48.0,346.6754558783391,,,,,,,,,,,,8.5,6.7000003,0.0,,,,False,,
2018-05-15,,,,4.119394879414775,,1.8227949999999995,,2.2965998794147757,,60.25083333333331,,2.2987652083333345,,220.49106666666668,28.825979166666674,,19.32183933590041,,,21.555,36.63800000000001,9.0,0.0,9.0,48.0,48.0,347.54559622494804,,,,,,,,,,,,7.3,6.0,0.0,,,,False,,
2018-05-16,,,,3.714132629532529,,1.1642438958333334,42.20812895833335,2.5498887336991958,,72.73916666666666,,1.8636775,44.80399416666666,168.07566354166667,27.15029166666667,,20.94895600498024,,,20.851,34.679,0.0,4.8260000000000005,0.0,48.0,48.0,348.39064698375716,87.012123125,,,,,,,,,1.5885214890620551,,6.4,5.2000003,8.1,,,,False,,
2018-05-17,,,,2.8784352647547315,,0.2829083958333333,23.46814958333333,2.595526868921399,,92.4490625,,2.2759485416666663,81.89256625,119.63172145833336,23.15245833333334,,21.26116013033037,,,19.753,29.889,0.0,8.128,0.0,48.0,48.0,349.21063354298644,105.36071583333332,,,,,,,,,2.8922906334311937,,4.7000003,3.9,14.3,,,,False,,
2018-05-18,,,,3.028605241312435,,0.4421814520833332,,2.5864237892291024,,87.87520833333336,,1.3521522916666668,,129.70587375,24.00491666666667,,21.201168163431788,,,20.225,29.344,2.0,0.0,2.0,48.0,48.0,350.0055859733812,,,,,,,,,,,,4.4,3.9,0.0,,,,False,,
2018-05-19,,,,3.0413306383596903,,0.29900491875,,2.7423257196096897,,92.65791666666668,,3.435798125,,207.575375,23.961125,,22.096349818776428,,,20.063,33.011,5.0,49.022,6.0,48.0,48.0,350.77553862872827,,,,,,,,,,,,6.2000003,5.1,15.900001000000001,,,,False,,
2018-05-20,,,,2.9857139594881934,,0.3594981875,7.2240293750000015,2.626215771988194,,91.9126875,,2.437477083333333,97.2898351041667,175.24241458333327,23.39433333333334,,21.3353998184933,,,18.908,34.605,2.0,59.94399999999998,5.0,48.0,48.0,351.52052975495224,104.5138644791667,,,,,,,,,3.436895363323722,,6.6,5.6,53.600002,,,,False,,
2018-05-21,,,,3.0410676061548823,,0.2289709429166667,15.17275,2.8120966632382154,,93.71964583333336,,2.7269570833333323,106.83736979166667,204.72309166666668,24.101916666666657,,22.490116099485732,,,20.246,29.221,3.0,27.686000000000003,5.0,48.0,48.0,352.2406011084105,122.01011979166668,,,,,,,,,3.776754722979741,,4.9,4.2000003,0.0,,,,False,,
2018-05-22,,,,3.445284929925561,,0.5367842708333334,,2.9085006590922275,,88.11183333333332,,1.1707477083333333,,224.0995458333333,25.923979166666665,,23.031944096105477,,,20.798,33.286,18.0,12.7,18.0,48.0,48.0,352.9357975839637,,,,,,,,,,,,5.4,4.6,4.6,,,,False,,
2018-05-23,,,,3.446177081967296,,0.5476531875,,2.8985238944672966,,87.45687499999997,,1.5441656249999998,,142.02746625000006,25.95454166666667,,22.98736782294144,,,21.076,33.079,11.0,0.254,11.0,48.0,48.0,353.60616685333235,,,,,,,,,,,,5.4,4.8,0.0,,,,False,,
2018-05-24,,,,3.5347052805893924,,0.5977924208333335,16.76212791666667,2.9369128597560583,,87.04814583333332,,1.2786279166666663,112.1614721875,216.72753166666664,26.40016666666667,,23.19996708356349,,,21.253,34.276,9.0,0.508,9.0,48.0,48.0,354.2517590142021,128.92360010416667,,,,,,,,,3.9737866747857344,,5.1,4.5,1.8000001,,,,False,,
2018-05-25,,,,3.4300446755647065,,0.5666266249999999,19.13417166666667,2.8634180505647064,,85.4060625,,1.859525,91.28202239583332,218.7711064583333,26.14847916666667,,22.837496237850342,,,21.839,31.238000000000003,6.0,0.0,6.0,48.0,48.0,354.8726262504782,110.4161940625,,,,,,,,,3.2332574675809247,,6.0,4.9,0.0,,,,False,,
2018-05-26,,37.13958333333333,37.13958333333333,3.673761339019237,,0.7817916666666666,,2.891969672352569,,82.93581249999995,,1.7802635416666668,,225.89022708333331,26.990645833333332,,22.980967694540137,,,20.992,35.133,5.0,0.254,5.0,48.0,48.0,355.46882250403894,,,,,,,,,,,,6.5,5.4,0.0,,,,False,,
2018-05-27,,41.028125,41.028125,4.171482058438818,,1.1767780166666668,,2.9947040417721524,,76.54179166666667,,1.5333864583333332,,214.8284583333333,29.1391875,,23.513080695872397,,,21.633000000000006,35.715,7.0,0.0,7.0,48.0,48.0,356.0404031582811,,,,,,,,,,,,6.6,5.7000003,0.0,,,,False,,
2018-05-28,,44.64479166666667,44.64479166666667,3.6994038175253654,,0.7856024375000001,11.784054583333328,2.9138013800253657,,81.91660416666666,,2.1129291666666674,114.34266635416668,150.64727083333338,27.292625000000005,,23.119723657743226,,,22.153,34.16,4.0,1.778,4.0,48.0,48.0,356.58742473369574,126.1267209375,,,,,,,,,4.054567836717449,,7.0,5.6,2.0,,,,False,,
2018-05-29,,,,3.022365627835212,,0.12380708333333333,20.653446250000012,2.898558544501878,,96.724125,,2.5857577083333334,65.52678479166667,135.83726354166663,24.082812499999992,,23.021753612820646,,,21.188,29.521,0.0,2.286,0.0,48.0,48.0,357.10994459566393,86.18023104166667,,,,,,,,,2.316362031172555,,5.6,4.6,22.7,,,,False,,
2018-05-30,,,,3.7959495526595015,,0.8582546666666668,5.1878633333333335,2.937694885992836,,80.910625,,3.017301666666666,203.81516625,284.81285416666657,27.71433333333333,,23.25378057540722,,,22.062,33.047,4.0,0.254,4.0,48.0,48.0,357.60802067460594,209.00302958333333,,,,,,,,,7.230199077068173,,8.2,6.4,0.0,,,,False,,
2018-05-31,,,,4.126187234786709,,1.1074137708333336,-20.145394583333328,3.0187734639533765,,75.05762500000002,,4.510262916666668,215.19485,259.88654166666663,29.363166666666668,,23.67746630859357,,,25.217,32.786,0.0,0.0,0.0,48.0,48.0,358.08171119857667,195.04945541666663,,,,,,,,,7.646106500100544,,7.8,6.3,18.1,,,,False,,
2018-06-01,,,,3.4159922455812453,,0.38611943125,,3.0298728143312457,,91.15433333333334,,2.424953958333333,,190.33623979166663,25.70802083333332,,23.53305992164212,,,18.366,33.711,1.0,27.432,1.0,48.0,48.0,358.5310744383478,,,,,,,,,,,,5.0,4.4,1.0,,,,False,,
2018-06-02,,,,3.937794349589944,,0.7619912395833333,,3.17580311000661,,84.1336458333333,,1.528745833333333,,208.84285625,28.22995833333333,,24.40838613534412,,,21.737,34.498000000000005,4.0,8.128,4.0,48.0,48.0,358.9561684649768,,,,,,,,,,,,6.5,5.8,9.900001,,,,False,,
2018-06-03,,,,3.471906285222392,,1.1766578083333334,13.668809166666668,2.29524847688906,,68.69324999999998,,3.441104375,196.6064375,54.91682208333335,26.36852083333333,,19.113233197128512,,,21.413,30.4,0.0,0.0,0.0,48.0,48.0,359.35705091982504,210.27524666666667,,,,,,,,,6.965387404796704,,8.3,6.6,0.0,,,,False,,
2018-06-04,,,,3.3352538558213003,,1.384625289583333,,1.9506285662379668,,64.28020833333333,,1.369361875,,107.98244333333332,25.336604166666664,,16.715295905802734,,,18.01,31.766,5.0,0.0,5.0,48.0,48.0,359.73377879694925,,,,,,,,,,,,7.3,6.1,0.0,,,,False,,
2018-06-05,,,42.80208333333334,3.542854077088033,,1.4884308333333338,,2.0544232437546985,,62.6953125,42.45833333333334,0.8870191666666666,,119.72001374999996,26.32008333333333,,17.583037947899196,,,19.411,32.626,6.0,0.0,6.0,48.0,48.0,360.08640823775454,,,,,,,,,,,,5.8,5.3,0.0,,,,False,,
2018-06-06,,,39.088020833333346,3.9371041313509787,,1.5419132958333337,,2.395190835517645,,66.9125,37.386458333333344,0.9521495833333335,,180.2382202083334,27.96747916666666,,19.986843950192693,,,20.289,35.151,19.0,0.0,19.0,48.0,48.0,360.4149943377754,,,,,,,,,,,,7.0,6.1,0.0,,,,False,,
2018-06-07,,,38.00260416666668,3.959202660713701,,1.46194219375,,2.4972604669637013,,68.6055625,36.53229166666667,1.432818958333333,,224.71191250000004,28.17975,,20.62476831612864,,,20.496,34.818000000000005,14.0,0.0,14.0,48.0,48.0,360.7195909654208,,,,,,,,,,,,8.2,6.8,0.0,,,,False,,
2018-06-08,,,36.70104166666668,,,,,,,,36.70104166666668,,,,,,,,,22.972,23.879,46.0,0.0,46.0,48.0,48.0,361.0002505924993,,,,,,,,,,,,8.6,7.0,0.0,,,,False,,
2018-06-09,,,36.35104166666667,,,,,,,,36.35104166666667,,,,,,,,,,,48.0,0.0,48.0,48.0,48.0,361.2570241363247,,,,,,,,,,,,7.9,6.4,0.0,,,,False,,
2018-06-10,,,36.120833333333344,,,,,,,,36.120833333333344,,,,,,,,,,,48.0,0.0,48.0,48.0,48.0,361.4899608131925,,,,,,,,,,,,9.5,7.5,0.0,,,,False,,
2018-06-11,,,40.11614583333334,,,,,,,,39.79583333333334,,,,,,,,,,,48.0,0.0,48.0,48.0,48.0,361.69910800300283,,,,,,,,,,,,8.2,6.4,0.0,,,,False,,
2018-06-12,,,40.14999999999999,,,,,,,,40.14999999999999,,,,,,,,,22.388,33.229,23.0,7.112,23.0,48.0,48.0,361.8845111248097,,,,,,,,,,,,8.2,6.4,13.2,,,,False,,
2018-06-13,,,38.68072916666667,4.162538478816228,,0.8423067083333334,3.5131216666666654,3.320231770482895,,84.21770833333333,36.96458333333336,1.9148839583333341,176.989231875,230.2272708333333,29.137812499999995,,25.2166926489798,,,23.106,36.584,0.0,0.0,0.0,48.0,48.0,362.04621352306987,180.50235354166668,,,,,,,,,6.287243758826832,,7.3,5.9,0.0,,,,False,,
2018-06-14,,,37.886458333333344,4.098639699245009,,0.7244888916666667,-0.5000541666666689,3.374150807578342,,85.31333333333335,36.411458333333336,1.6659114583333334,176.23662645833323,232.61291666666668,29.04777083333333,,25.512603863506484,,,23.766,34.692,3.0,0.0,3.0,48.0,48.0,362.18425636437416,175.7365722916666,,,,,,,,,6.259961565913807,,7.3,6.3,0.0,,,,False,,
2018-06-15,,,37.81406250000001,4.36302610368607,,1.1082070958333337,,3.2548190078527357,,78.51104166666666,36.11979166666666,1.5088585416666664,,238.83975,30.08456249999999,,24.91010051091135,,,24.43,35.968,9.0,0.0,9.0,48.0,48.0,362.29867854444876,,,,,,,,,,,,7.2000003,6.2000003,0.0,,,,False,,
2018-06-16,,,37.431770833333346,4.171148437580514,,0.8284226874999998,,3.3427257500805143,,82.69683333333336,35.81666666666667,1.3940039583333337,,236.7690625,29.456020833333334,,25.368643595192452,,,24.898000000000003,35.775,7.0,0.0,7.0,48.0,48.0,362.3895166052273,,,,,1.0392948230381738,215.9566222968015,0.9621908796550116,,,,7.6738649372506105,8.0,6.5,0.0,,1.1805946057308632,7.6738649372506105,True,7.6738649372506105,
2018-06-17,,,37.06770833333333,4.304253189986016,,0.8666001437499999,,3.4376530462360173,,82.51299999999999,35.41666666666667,1.7495906250000004,,242.31949999999995,29.98941666666666,,25.82254048391636,,,25.391,34.66,7.0,0.0,7.0,48.0,48.0,362.4568046618089,,,,,1.0343831397329055,225.80684234281338,0.9667597639480244,,,,8.028043544150421,8.400001,6.8,0.0,,1.1805946057308632,8.028043544150421,True,8.028043544150421,
2018-06-18,,,37.136979166666656,4.021542806038015,,0.8857828541666667,-21.380072083333328,3.135759951871347,,80.57993749999997,35.032291666666666,2.072852708333333,219.80906416666664,271.99250000000006,28.82170833333333,,24.307790516037674,,,24.232,33.611999999999995,5.0,0.0,5.0,48.0,48.0,362.5005743391368,198.42899208333333,,192.74841555287074,,1.0294714564276373,213.516424175008,0.9713722452005557,,-20.76800862213722,7.80595077939993,7.582483934510738,8.900001,7.0,0.0,1.083211990644391,1.095702158997803,7.669915112984621,False,,
2018-06-19,,,36.72031250000001,3.687784104594341,,0.8159190624999999,-22.07521208333333,2.8718650420943415,,80.48664583333333,34.63333333333333,2.417108125,220.66175750000002,270.0854583333333,27.31152083333333,,22.863312988527326,,,21.752,32.183,2.0,0.0,2.0,48.0,48.0,362.5208547182508,198.58654541666667,,197.8479166801453,,1.0037333157149966,219.8410215594113,0.996280570091133,,-21.993104879266,7.824764588548829,7.795660925108337,7.7000003,6.1,0.0,1.277977220817335,1.1077732355355931,6.75741663112163,False,,
2018-06-20,,,34.22708333333333,3.0921778496060086,,0.15688394999999994,,2.9352938996060094,,95.518125,34.22708333333333,2.0377931250000003,,271.045,24.493458333333336,,23.22712026995463,,,21.786,29.516,4.0,11.175999999999998,8.0,40.0,40.0,362.5176722919934,,,,,1.0037333157149966,130.55287177331178,0.996280570091133,,,,4.616855871209308,5.4,4.4,18.7,,1.049285402532194,4.616855871209308,True,4.616855871209308,
2018-06-21,-29.06022916666667,,37.64375,3.065217763751553,34.62935416666667,0.0960444875,6.7403239583333345,2.9691732762515524,130.2625416666667,97.54375,36.361458333333346,2.665829791666667,126.17600229166668,276.4169375,24.243541666666665,195.05110416666665,23.337440042652503,0.6354999999999998,2.371664791666666,20.633000000000006,30.059,0.0,9.652,0.0,0.0,0.0,362.49105093007097,132.91632625000003,127.89087687500003,132.42195329076907,1.0392948230381738,1.0037333157149966,125.7066994949618,0.996280570091133,,6.715253795807258,4.460995410911448,4.444403051156785,6.1,4.8,6.1,0.9259172655316836,1.0376722560435179,4.9808270269291635,False,,3.464091337608206
2018-06-22,-55.115,,37.558854166666656,3.2704947402929068,55.18977083333332,0.4895941250000001,1.897834375,2.7809006152929054,199.36454166666667,86.91770833333332,36.28437499999999,2.222465833333333,194.65421791666677,296.306,25.366999999999997,306.54439583333334,22.383463183562736,-3.919833333333335,8.439333333333332,20.937,29.423,3.0,0.0,3.0,0.0,0.0,362.44101185340014,196.55205229166677,190.92520833333333,195.82099070972396,1.0294714564276373,1.0037333157149966,193.9302151966604,0.996280570091133,,1.8907755130635489,6.889543966782278,6.863918790893774,7.3,6.0,0.0,1.1439864651489624,1.0161956485005026,6.097173891003015,False,,5.081264004211867
2018-06-23,-44.94958333333334,,37.29375,3.4650904585758777,44.1204375,0.3231834145833333,2.0080745833333338,3.1419070439925436,163.91720833333338,92.61395833333331,35.73541666666667,1.7616589583333333,145.55186145833332,257.9168291666667,26.200083333333332,249.9618333333333,24.27242644244064,-3.731875,9.890592708333333,20.818,31.354,7.0,0.254,7.0,0.0,0.0,362.36757361769736,147.55993604166662,154.02661562500003,147.01109720220276,0.9580158302051026,1.0037333157149966,145.0104915115339,0.996280570091133,,2.000605690668848,5.1557813672005395,5.136604799779795,7.7000003,6.3,1.7,0.8153340705185971,0.9938484515206328,6.261245434141535,False,,4.3232752854167495
2018-06-24,-43.483125,,36.7453125,3.176060431612873,42.48654166666668,0.05332525000000001,-14.229449374999994,3.122735181612873,142.35395833333334,98.57608333333332,35.44375000000001,2.7401433333333327,147.30357802083338,253.2989375,24.904895833333335,224.3440625,24.169895598708084,-4.6543125000000005,6.2856708333333335,20.923,28.307,3.0,1.016,3.0,0.0,0.0,362.2707521062992,133.07412864583335,136.0682875,132.57916875165162,0.9779951750023558,1.0037333157149966,146.75569268705954,0.996280570091133,,-14.17652393540791,5.211297818897472,5.191914761925852,6.3,5.3,2.2,0.9796065236001388,0.9902831397562788,5.248500829589798,False,,3.3498610278904764
2018-06-25,,,37.35989583333333,3.474194034225294,,0.1444791666666667,-8.395296145833337,3.32971486755863,,96.80437499999998,35.08125,2.6193797916666672,175.76007416666667,264.86470833333334,26.303520833333334,,25.188825130799817,,,21.752,32.009,2.0,0.0,2.0,30.0,30.0,362.15056053222486,167.36477802083334,,166.74227645977174,,1.0037333157149966,175.10634689002654,0.996280570091133,,-8.364070430254728,6.226449085967322,6.203290245010938,8.1,6.5,0.0,0.954352345386298,1.001010785460378,6.506570105492457,False,,
